,player,player_link,number,class,pos,height,weight,hometown,high_school,rsci,summary,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
80,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2020-21,2021-03-11,Kansas,,Oklahoma,CTOURN,W,1,32,9,14,.643,5,6,.833,4,8,.500,4,4,1.000,0,1,1,0,0,0,2,3,26
81,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2020-21,2021-03-20,Kansas,N,Eastern Washington,NCAA,W,1,39,7,16,.438,5,8,.625,2,8,.250,2,4,.500,0,7,7,3,1,0,0,3,18
82,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2020-21,2021-03-22,Kansas,N,USC,NCAA,L,1,34,3,13,.231,1,5,.200,2,8,.250,0,0,,1,4,5,1,2,1,1,3,8
83,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,1,36,9,17,.529,6,11,.545,3,6,.500,8,8,1.000,0,2,2,1,2,0,0,2,29
84,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,1,35,11,16,.688,8,9,.889,3,7,.429,0,1,.000,0,6,6,1,0,1,0,0,25
85,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,1,30,10,19,.526,6,8,.750,4,11,.364,1,1,1.000,1,3,4,3,2,0,2,0,25
86,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-25,Kansas,N,North Texas,REG,W,1,33,6,12,.500,4,9,.444,2,3,.667,4,4,1.000,0,2,2,2,0,0,1,1,18
87,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-26,Kansas,N,Dayton,REG,L,1,33,8,16,.500,6,10,.600,2,6,.333,3,7,.429,2,0,2,0,0,0,0,1,21
88,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-11-28,Kansas,N,Iona,REG,W,1,32,8,14,.571,7,11,.636,1,3,.333,0,0,,3,2,5,3,2,0,2,2,17
89,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,1,35,9,16,.563,4,7,.571,5,9,.556,0,0,,2,5,7,1,0,0,0,2,23
90,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-12-07,Kansas,,UTEP,REG,W,1,31,9,12,.750,7,9,.778,2,3,.667,3,4,.750,1,4,5,3,1,1,3,1,23
91,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-12-11,Kansas,,Missouri,REG,W,1,30,7,12,.583,2,5,.400,5,7,.714,2,4,.500,0,4,4,1,0,0,1,2,21
92,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,1,39,6,14,.429,2,5,.400,4,9,.444,2,3,.667,1,4,5,1,1,1,4,0,18
93,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2021-12-29,Kansas,,Nevada,REG,W,1,33,7,12,.583,6,9,.667,1,3,.333,1,2,.500,1,6,7,2,4,0,1,1,16
94,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-01,Kansas,,George Mason,REG,W,1,36,4,14,.286,2,7,.286,2,7,.286,1,1,1.000,2,5,7,1,1,0,0,1,11
95,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,1,31,5,13,.385,2,5,.400,3,8,.375,3,4,.750,0,2,2,0,0,0,2,4,16
96,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,1,35,7,12,.583,1,3,.333,6,9,.667,4,4,1.000,1,3,4,2,0,0,3,4,24
97,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-11,Kansas,,Iowa State,REG,W,1,39,8,15,.533,4,7,.571,4,8,.500,2,2,1.000,1,6,7,0,0,1,2,1,22
98,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-15,Kansas,,West Virginia,REG,W,1,36,8,17,.471,4,9,.444,4,8,.500,0,1,.000,1,6,7,0,2,1,0,0,20
99,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,1,32,4,11,.364,2,6,.333,2,5,.400,0,0,,2,3,5,1,0,0,2,3,10
100,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,1,36,10,18,.556,8,10,.800,2,8,.250,7,11,.636,1,6,7,2,0,2,3,0,29
101,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,1,46,13,23,.565,6,11,.545,7,12,.583,4,8,.500,0,7,7,2,0,1,3,2,37
102,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-01-29,Kansas,,Kentucky,REG,L,1,36,4,14,.286,2,8,.250,2,6,.333,3,4,.750,0,2,2,3,1,0,2,2,13
103,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-05,Kansas,,Baylor,REG,W,1,31,5,11,.455,3,5,.600,2,6,.333,6,7,.857,0,9,9,2,0,0,3,0,18
104,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-07,Kansas,@,Texas,REG,L,1,38,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,1,5,6,0,1,1,3,2,11
105,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,1,38,3,12,.250,1,4,.250,2,8,.250,3,5,.600,0,6,6,3,0,0,3,1,11
106,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,1,34,5,12,.417,4,6,.667,1,6,.167,9,10,.900,1,6,7,4,3,0,2,2,20
107,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,1,36,8,15,.533,5,9,.556,3,6,.500,4,4,1.000,0,3,3,1,0,0,2,0,23
108,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-22,Kansas,,Kansas State,REG,W,1,35,9,13,.692,5,7,.714,4,6,.667,1,1,1.000,1,6,7,5,0,0,5,2,23
109,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-02-26,Kansas,@,Baylor,REG,L,1,34,8,22,.364,4,8,.500,4,14,.286,7,8,.875,0,6,6,3,1,0,1,4,27
110,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-01,Kansas,@,TCU,REG,L,1,37,4,17,.235,1,9,.111,3,8,.375,2,2,1.000,1,7,8,1,1,2,3,4,13
111,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-03,Kansas,,TCU,REG,W,1,39,8,19,.421,6,10,.600,2,9,.222,4,4,1.000,0,1,1,1,1,1,4,1,22
112,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-05,Kansas,,Texas,REG,W,1,39,1,11,.091,1,6,.167,0,5,.000,6,8,.750,1,5,6,2,2,0,3,3,8
113,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,1,30,7,15,.467,6,9,.667,1,6,.167,3,3,1.000,1,2,3,0,2,0,2,1,18
114,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,1,34,9,17,.529,7,11,.636,2,6,.333,2,3,.667,0,3,3,0,0,1,1,2,22
115,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,1,38,4,10,.400,1,4,.250,3,6,.500,5,6,.833,2,5,7,2,0,1,5,2,16
116,Ochai Agbaji,/cbb/players/ochai-agbaji-1.html,30,SR,G,6-5,210,"Kansas City, MO",Oak Park HS,," 19.7 Pts, 5.1 Reb, 1.6 Ast",,116 Games,,,,,,110,3768,560,1253,.447,321,608,.528,239,645,.371,211,291,.725,113,396,509,191,108,48,197,210,1570
117,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-05,Kansas,N,Duke,REG,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0
118,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-08,Kansas,,UNC Greensboro,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,2,.000,0,0,0,0,0,0,1,0,0
119,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-15,Kansas,,Monmouth,REG,W,0,17,4,4,1.000,1,1,1.000,3,3,1.000,0,0,,0,2,2,1,2,0,0,2,11
120,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-19,Kansas,,ETSU,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0
121,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,0,16,3,9,.333,2,5,.400,1,4,.250,0,1,.000,2,2,4,0,2,0,1,0,7
122,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-26,Kansas,N,BYU,REG,W,0,8,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,2
123,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-11-27,Kansas,N,Dayton,REG,W,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0
124,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-12-07,Kansas,,Colorado,REG,W,0,9,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,1,0
125,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,0,15,1,5,.200,0,1,.000,1,4,.250,0,0,,0,4,4,0,1,0,0,0,3
126,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,0,21,2,4,.500,2,2,1.000,0,2,.000,0,0,,4,3,7,3,1,2,1,1,4
127,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-12-21,Kansas,@,Villanova,REG,L,0,16,3,5,.600,3,3,1.000,0,2,.000,0,1,.000,0,2,2,0,0,1,0,2,6
128,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2019-12-29,Kansas,@,Stanford,REG,W,0,19,3,6,.500,0,2,.000,3,4,.750,0,1,.000,2,0,2,1,0,0,0,1,9
129,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-04,Kansas,,West Virginia,REG,W,0,30,2,3,.667,2,2,1.000,0,1,.000,2,3,.667,1,4,5,1,2,0,0,2,6
130,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,0,24,3,6,.500,0,2,.000,3,4,.750,0,0,,0,5,5,2,0,0,0,1,9
131,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-11,Kansas,,Baylor,REG,L,0,22,0,2,.000,0,2,.000,0,0,,4,4,1.000,1,1,2,0,0,0,0,2,4
132,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-14,Kansas,@,Oklahoma,REG,W,0,26,0,3,.000,0,1,.000,0,2,.000,2,2,1.000,1,5,6,1,1,1,0,1,2
133,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-18,Kansas,@,Texas,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
134,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-21,Kansas,,Kansas State,REG,W,0,29,7,15,.467,1,5,.200,6,10,.600,0,0,,1,3,4,1,2,0,0,2,20
135,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-25,Kansas,,Tennessee,REG,W,0,32,2,8,.250,1,4,.250,1,4,.250,2,2,1.000,1,3,4,1,0,0,1,3,7
136,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-01-27,Kansas,@,Oklahoma State,REG,W,1,33,5,11,.455,1,3,.333,4,8,.500,2,2,1.000,3,6,9,0,2,1,2,3,16
137,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-01,Kansas,,Texas Tech,REG,W,1,31,1,2,.500,0,0,,1,2,.500,3,4,.750,0,5,5,0,1,0,0,2,6
138,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-03,Kansas,,Texas,REG,W,1,23,1,5,.200,1,3,.333,0,2,.000,2,2,1.000,0,5,5,0,1,0,0,1,4
139,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-08,Kansas,@,TCU,REG,W,1,20,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,2,0,0
140,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-12,Kansas,@,West Virginia,REG,W,1,16,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2
141,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-15,Kansas,,Oklahoma,REG,W,0,10,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,1,0,0,3
142,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-17,Kansas,,Iowa State,REG,W,0,22,5,6,.833,2,2,1.000,3,4,.750,0,0,,1,2,3,1,1,0,0,1,13
143,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-22,Kansas,@,Baylor,REG,W,0,21,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,1,0,0,2,4
144,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,0,22,3,5,.600,0,1,.000,3,4,.750,1,1,1.000,0,2,2,0,0,0,1,2,10
145,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-02-29,Kansas,@,Kansas State,REG,W,0,23,2,4,.500,0,0,,2,4,.500,0,0,,1,3,4,1,1,1,0,3,6
146,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-03-04,Kansas,,TCU,REG,W,0,20,2,6,.333,2,5,.400,0,1,.000,0,0,,1,3,4,0,1,0,1,2,4
147,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2019-20,2020-03-07,Kansas,@,Texas Tech,REG,W,0,21,2,5,.400,2,4,.500,0,1,.000,1,1,1.000,2,2,4,0,1,0,0,3,5
148,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,1,28,3,6,.500,1,3,.333,2,3,.667,0,2,.000,0,2,2,0,0,0,3,1,8
149,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,1,36,10,13,.769,5,5,1.000,5,8,.625,5,5,1.000,1,8,9,3,4,0,3,2,30
150,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,1,38,2,10,.200,2,6,.333,0,4,.000,4,8,.500,6,7,13,0,2,2,0,3,8
151,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-03,Kansas,,Washburn,REG,W,1,21,3,7,.429,0,2,.000,3,5,.600,0,0,,2,3,5,2,1,0,2,0,9
152,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,1,27,2,6,.333,1,4,.250,1,2,.500,4,4,1.000,2,4,6,0,0,1,3,3,9
153,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-08,Kansas,,Creighton,REG,W,1,37,5,13,.385,1,4,.250,4,9,.444,0,1,.000,0,4,4,6,3,0,0,3,14
154,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-11,Kansas,,Omaha,REG,W,1,18,2,6,.333,1,1,1.000,1,5,.200,0,0,,0,0,0,1,1,0,0,0,5
155,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,1,30,0,5,.000,0,2,.000,0,3,.000,2,2,1.000,1,9,10,2,0,0,4,4,2
156,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2020-12-22,Kansas,,West Virginia,REG,W,1,35,7,14,.500,1,2,.500,6,12,.500,2,3,.667,1,3,4,7,1,1,2,2,22
157,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2021-01-02,Kansas,,Texas,REG,L,1,28,2,10,.200,2,5,.400,0,5,.000,0,0,,2,4,6,0,2,0,4,2,4
158,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2021-01-05,Kansas,@,TCU,REG,W,1,32,4,7,.571,2,3,.667,2,4,.500,0,0,,0,2,2,3,2,0,1,3,10
159,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2021-01-09,Kansas,,Oklahoma,REG,W,1,38,2,7,.286,1,1,1.000,1,6,.167,0,0,,1,8,9,2,0,1,1,2,5
160,Christian Braun,/cbb/players/christian-braun-1.html,2,JR,G,6-6,205,"Overland Park, KS",Blue Valley Northwest HS,," 14.6 Pts, 6.4 Reb, 2.6 Ast",2020-21,2021-01-12,Kansas,@,Oklahoma State,REG,L,1,25,3,7,.429,2,3,.667,1,4,.250,0,0,,1,2,3,0,1,1,1,1,7
