,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
687,2018-19,2019-02-02,Kansas,,Texas Tech,REG,W,0,7,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0
688,2018-19,2019-02-05,Kansas,@,Kansas State,REG,L,0,14,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,3,2,5,0,0,0,0,2,6
689,2018-19,2019-02-09,Kansas,,Oklahoma State,REG,W,0,20,2,3,.667,2,2,1.000,0,1,.000,2,5,.400,5,4,9,1,1,2,0,5,6
690,2018-19,2019-02-11,Kansas,@,TCU,REG,W,0,22,2,4,.500,2,3,.667,0,1,.000,0,1,.000,3,3,6,0,1,3,0,5,4
691,2018-19,2019-02-16,Kansas,,West Virginia,REG,W,0,23,2,3,.667,2,3,.667,0,0,,1,2,.500,1,6,7,1,1,3,1,3,5
692,2018-19,2019-02-23,Kansas,@,Texas Tech,REG,L,0,11,1,1,1.000,1,1,1.000,0,0,,0,0,,2,2,4,1,1,0,1,1,2
693,2018-19,2019-02-25,Kansas,,Kansas State,REG,W,0,31,3,5,.600,2,3,.667,1,2,.500,2,5,.400,1,4,5,2,0,3,1,2,9
694,2018-19,2019-03-02,Kansas,@,Oklahoma State,REG,W,0,17,2,3,.667,2,3,.667,0,0,,3,3,1.000,0,1,1,3,1,1,0,1,7
695,2018-19,2019-03-05,Kansas,@,Oklahoma,REG,L,0,17,0,2,.000,0,2,.000,0,0,,0,0,,2,2,4,0,0,0,2,4,0
696,2018-19,2019-03-09,Kansas,,Baylor,REG,W,0,18,1,4,.250,1,4,.250,0,0,,2,4,.500,2,2,4,0,0,1,2,3,4
697,2018-19,2019-03-14,Kansas,N,Texas,CTOURN,W,0,12,0,2,.000,0,2,.000,0,0,,0,0,,1,2,3,0,0,3,0,2,0
698,2018-19,2019-03-15,Kansas,N,West Virginia,CTOURN,W,0,15,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,0,4,3,3,4
699,2018-19,2019-03-16,Kansas,N,Iowa State,CTOURN,L,0,11,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,2,0,1,0
700,2018-19,2019-03-21,Kansas,N,Northeastern,NCAA,W,0,13,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,6,7,0,1,1,1,1,5
701,2018-19,2019-03-23,Kansas,N,Auburn,NCAA,L,0,9,0,0,,0,0,,0,0,,0,1,.000,0,2,2,0,0,0,0,0,0
702,2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,0,9,2,2,1.000,2,2,1.000,0,0,,0,0,,0,4,4,0,0,1,0,1,4
703,2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,0,5,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,1,1,1
704,2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
705,2020-21,2020-12-03,Kansas,,Washburn,REG,W,0,11,2,5,.400,2,5,.400,0,0,,0,0,,2,3,5,0,0,3,0,1,4
706,2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,2,1,3,0,0,0,1,1,4
707,2020-21,2020-12-08,Kansas,,Creighton,REG,W,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,2,1,3,0,0,0,0,1,2
708,2020-21,2020-12-11,Kansas,,Omaha,REG,W,0,14,4,5,.800,3,4,.750,1,1,1.000,5,6,.833,4,3,7,0,0,3,2,3,14
709,2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,0,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
710,2020-21,2020-12-22,Kansas,,West Virginia,REG,W,0,8,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,2,0
711,2020-21,2021-01-02,Kansas,,Texas,REG,L,0,14,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,3,0
712,2020-21,2021-01-05,Kansas,@,TCU,REG,W,0,17,2,6,.333,2,5,.400,0,1,.000,0,1,.000,4,1,5,0,1,1,2,1,4
713,2020-21,2021-01-09,Kansas,,Oklahoma,REG,W,0,15,3,3,1.000,3,3,1.000,0,0,,1,3,.333,0,0,0,0,0,2,0,2,7
714,2020-21,2021-01-12,Kansas,@,Oklahoma State,REG,L,0,9,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,0,1,1,0,0,1,0,0,3
715,2020-21,2021-01-18,Kansas,@,Baylor,REG,L,0,17,4,7,.571,4,6,.667,0,1,.000,0,0,,3,1,4,1,0,0,2,3,8
716,2020-21,2021-01-23,Kansas,@,Oklahoma,REG,L,0,12,3,4,.750,3,4,.750,0,0,,0,0,,1,2,3,0,0,0,0,3,6
717,2020-21,2021-01-28,Kansas,,TCU,REG,W,0,14,1,2,.500,1,2,.500,0,0,,0,1,.000,2,2,4,1,0,3,1,1,2
718,2020-21,2021-01-30,Kansas,@,Tennessee,REG,L,0,9,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,1,0,2,3,2
719,2020-21,2021-02-02,Kansas,,Kansas State,REG,W,0,17,1,5,.200,1,4,.250,0,1,.000,2,2,1.000,3,2,5,0,1,1,1,2,4
720,2020-21,2021-02-06,Kansas,@,West Virginia,REG,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,2,0
721,2020-21,2021-02-08,Kansas,,Oklahoma State,REG,W,0,9,0,2,.000,0,2,.000,0,0,,1,2,.500,1,1,2,0,0,3,0,0,1
722,2020-21,2021-02-11,Kansas,,Iowa State,REG,W,0,18,1,3,.333,1,3,.333,0,0,,1,2,.500,0,3,3,0,0,0,0,1,3
723,2020-21,2021-02-13,Kansas,@,Iowa State,REG,W,0,15,1,6,.167,1,6,.167,0,0,,0,0,,0,2,2,0,0,0,0,1,2
724,2020-21,2021-02-17,Kansas,@,Kansas State,REG,W,0,13,2,3,.667,2,3,.667,0,0,,0,0,,1,2,3,0,0,0,1,3,4
725,2020-21,2021-02-20,Kansas,,Texas Tech,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,2,0
726,2020-21,2021-02-23,Kansas,@,Texas,REG,L,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,1,1,1,2
727,2020-21,2021-02-27,Kansas,,Baylor,REG,W,0,13,2,2,1.000,2,2,1.000,0,0,,0,0,,2,2,4,0,0,1,1,2,4
728,2020-21,2021-03-04,Kansas,,UTEP,REG,W,0,10,1,2,.500,1,2,.500,0,0,,0,1,.000,0,2,2,0,0,1,1,2,2
729,2020-21,2021-03-11,Kansas,,Oklahoma,CTOURN,W,0,20,5,10,.500,4,8,.500,1,2,.500,0,1,.000,2,2,4,1,0,0,3,3,11
730,2020-21,2021-03-20,Kansas,N,Eastern Washington,NCAA,W,1,7,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2
731,2020-21,2021-03-22,Kansas,N,USC,NCAA,L,0,11,1,2,.500,1,2,.500,0,0,,2,2,1.000,1,1,2,0,0,0,1,0,4
732,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,10,2,2,1.000,2,2,1.000,0,0,,0,0,,1,2,3,0,0,1,0,4,4
733,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,9,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,1,0,0,2,2,2
734,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,11,3,5,.600,3,5,.600,0,0,,0,0,,0,1,1,0,0,2,0,1,6
735,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,14,3,5,.600,3,5,.600,0,0,,2,2,1.000,0,3,3,0,0,0,1,3,8
736,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,11,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,0,1,0,1,3,2
737,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,15,4,8,.500,4,8,.500,0,0,,2,4,.500,3,3,6,1,0,0,0,2,10
738,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,7,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,0,0,1,1,4,0
739,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,13,3,3,1.000,3,3,1.000,0,0,,2,2,1.000,0,4,4,0,0,0,1,2,8
740,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,12,3,5,.600,3,5,.600,0,0,,3,4,.750,2,0,2,1,0,2,2,5,9
741,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,0,26,2,4,.500,2,4,.500,0,0,,2,2,1.000,4,2,6,1,1,2,3,3,6
742,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,11,1,3,.333,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,3,2,2
743,2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,22,7,7,1.000,7,7,1.000,0,0,,0,2,.000,3,1,4,1,0,0,1,0,14
744,2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,1,15,3,5,.600,3,5,.600,0,0,,0,0,,0,4,4,0,0,4,1,2,6
745,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,1,10,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,3,0
746,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,0,20,2,4,.500,2,4,.500,0,0,,0,0,,2,2,4,1,1,3,1,2,4
747,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,9,1,2,.500,1,2,.500,0,0,,0,1,.000,1,1,2,0,0,0,0,1,2
748,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,14,4,5,.800,4,5,.800,0,0,,1,2,.500,2,4,6,0,0,0,0,0,9
749,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,2,1,3,1,0,0,0,3,2
750,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,0,10,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,0,1,2,4,4
751,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,13,2,5,.400,2,5,.400,0,0,,2,2,1.000,4,3,7,0,0,0,0,1,6
752,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,8,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,3,2,2
753,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,15,4,4,1.000,4,4,1.000,0,0,,0,2,.000,1,4,5,0,0,2,0,3,8
754,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,6,0,1,.000,0,1,.000,0,0,,0,2,.000,0,2,2,0,0,0,0,2,0
755,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,2,0
756,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
757,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,13,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,1,0,0,2,3,2
758,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,16,6,7,.857,6,7,.857,0,0,,1,2,.500,0,3,3,0,1,0,2,2,13
759,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,4,0
760,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,13,2,2,1.000,2,2,1.000,0,0,,1,2,.500,0,1,1,1,0,0,0,2,5
761,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,10,2,2,1.000,2,2,1.000,0,0,,0,0,,0,3,3,0,2,0,1,3,4
762,2021-22,2022-03-05,Kansas,,Texas,REG,W,1,9,0,2,.000,0,2,.000,0,0,,1,2,.500,1,0,1,0,1,1,1,2,1
763,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,23,5,6,.833,5,6,.833,0,0,,0,0,,1,4,5,1,0,5,0,1,10
764,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,25,6,8,.750,5,6,.833,1,2,.500,2,2,1.000,1,4,5,1,2,2,1,3,15
765,2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,11,1,1,1.000,1,1,1.000,0,0,,0,2,.000,0,0,0,0,0,0,0,1,2
766,2015-16,2015-11-13,Illinois,,North Florida,REG,L,0,17,2,5,.400,1,2,.500,1,3,.333,0,0,,0,2,2,1,0,0,0,5,5
767,2015-16,2015-11-15,Illinois,,North Dakota State,REG,W,0,32,4,12,.333,1,6,.167,3,6,.500,4,6,.667,0,2,2,2,4,0,2,2,15
768,2015-16,2015-11-18,Illinois,@,Providence,REG,L,0,27,6,9,.667,1,2,.500,5,7,.714,0,0,,3,1,4,2,1,0,3,2,17
769,2015-16,2015-11-21,Illinois,N,Chattanooga,REG,L,1,19,0,5,.000,0,2,.000,0,3,.000,0,0,,0,0,0,1,1,0,3,1,0
770,2015-16,2015-11-23,Illinois,N,Chicago State,REG,W,1,26,4,7,.571,0,0,,4,7,.571,0,0,,0,1,1,0,3,0,4,3,12
771,2015-16,2015-11-27,Illinois,N,UAB,REG,W,0,16,1,4,.250,0,1,.000,1,3,.333,0,0,,0,1,1,0,1,0,0,1,3
772,2015-16,2015-11-28,Illinois,N,Iowa State,REG,L,1,20,2,5,.400,1,1,1.000,1,4,.250,0,0,,0,1,1,0,0,0,2,1,5
773,2015-16,2015-12-02,Illinois,,Notre Dame,REG,L,0,23,5,11,.455,1,1,1.000,4,10,.400,0,0,,1,1,2,1,0,0,1,2,14
774,2015-16,2015-12-05,Illinois,,Western Carolina,REG,W,0,11,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,2,1,0
775,2015-16,2015-12-09,Illinois,,Yale,REG,W,0,17,0,6,.000,0,1,.000,0,5,.000,0,0,,0,0,0,0,0,0,0,1,0
776,2015-16,2015-12-12,Illinois,N,UIC,REG,W,0,27,4,6,.667,0,0,,4,6,.667,3,5,.600,0,1,1,0,0,1,1,3,15
777,2015-16,2015-12-19,Illinois,,South Dakota,REG,W,1,27,5,10,.500,1,1,1.000,4,9,.444,3,4,.750,0,3,3,3,0,0,1,0,17
778,2015-16,2015-12-23,Illinois,N,Missouri,REG,W,1,31,2,6,.333,0,1,.000,2,5,.400,2,3,.667,0,0,0,0,0,0,0,1,8
779,2015-16,2015-12-30,Illinois,,Michigan,REG,L,1,29,5,12,.417,2,4,.500,3,8,.375,0,0,,0,2,2,1,1,0,3,2,13
780,2015-16,2016-01-03,Illinois,@,Ohio State,REG,L,1,29,5,11,.455,1,3,.333,4,8,.500,0,0,,1,5,6,1,0,0,0,4,14
781,2015-16,2016-01-07,Illinois,@,Michigan State,REG,L,1,22,3,10,.300,3,6,.500,0,4,.000,0,0,,0,0,0,0,0,0,0,1,6
782,2015-16,2016-01-10,Illinois,,Purdue,REG,W,0,20,3,6,.500,1,2,.500,2,4,.500,2,2,1.000,0,1,1,1,0,0,0,1,10
783,2015-16,2016-01-16,Illinois,,Nebraska,REG,L,1,27,3,9,.333,0,1,.000,3,8,.375,2,2,1.000,0,2,2,2,0,0,0,5,11
784,2015-16,2016-01-19,Illinois,@,Indiana,REG,L,1,28,2,6,.333,0,2,.000,2,4,.500,0,0,,1,0,1,1,0,0,0,2,6
785,2015-16,2016-01-23,Illinois,@,Minnesota,REG,W,1,22,2,7,.286,1,4,.250,1,3,.333,2,4,.500,0,3,3,1,0,0,1,0,7
786,2015-16,2016-01-28,Illinois,,Ohio State,REG,L,1,27,3,11,.273,0,2,.000,3,9,.333,2,2,1.000,0,6,6,1,0,0,0,3,11
787,2015-16,2016-01-31,Illinois,,Wisconsin,REG,L,0,17,1,4,.250,1,3,.333,0,1,.000,0,0,,0,2,2,0,1,0,0,2,2
788,2015-16,2016-02-03,Illinois,@,Rutgers,REG,W,1,45,8,17,.471,2,3,.667,6,14,.429,4,4,1.000,0,1,1,0,0,0,0,2,26
789,2015-16,2016-02-07,Illinois,,Iowa,REG,L,1,26,6,13,.462,1,2,.500,5,11,.455,0,0,,0,1,1,0,0,0,1,1,17
790,2015-16,2016-02-13,Illinois,@,Northwestern,REG,L,1,30,4,10,.400,0,1,.000,4,9,.444,0,0,,1,1,2,2,1,0,2,3,12
791,2015-16,2016-02-16,Illinois,,Rutgers,REG,W,1,22,3,9,.333,0,1,.000,3,8,.375,0,0,,0,1,1,2,1,0,1,4,9
792,2015-16,2016-02-21,Illinois,@,Wisconsin,REG,L,1,26,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,1,1,2,0,0,0,0,2,4
793,2015-16,2016-02-25,Illinois,,Indiana,REG,L,1,35,7,13,.538,2,4,.500,5,9,.556,2,2,1.000,0,0,0,2,1,0,1,1,21
794,2015-16,2016-02-28,Illinois,,Minnesota,REG,W,1,22,5,6,.833,0,0,,5,6,.833,3,6,.500,0,1,1,1,1,0,1,4,18
795,2015-16,2016-03-03,Illinois,@,Maryland,REG,L,1,34,4,11,.364,1,3,.333,3,8,.375,0,0,,0,1,1,1,1,0,1,2,11
796,2015-16,2016-03-06,Illinois,@,Penn State,REG,L,1,46,4,8,.500,3,4,.750,1,4,.250,0,0,,1,4,5,0,2,0,3,2,9
797,2015-16,2016-03-09,Illinois,N,Minnesota,CTOURN,W,1,28,4,7,.571,1,3,.333,3,4,.750,2,2,1.000,0,4,4,1,2,0,0,0,13
798,2015-16,2016-03-10,Illinois,N,Iowa,CTOURN,W,1,33,6,14,.429,1,4,.250,5,10,.500,0,0,,0,3,3,1,1,2,0,3,17
799,2015-16,2016-03-11,Illinois,N,Purdue,CTOURN,L,1,31,1,5,.200,1,1,1.000,0,4,.000,0,0,,0,2,2,2,0,0,3,2,2
800,2016-17,2016-11-11,Illinois,,Southeast Missouri State,REG,W,0,24,3,10,.300,0,0,,3,10,.300,0,0,,0,1,1,0,0,0,2,1,9
801,2016-17,2016-11-13,Illinois,,Northern Kentucky,REG,W,0,21,1,6,.167,0,1,.000,1,5,.200,2,2,1.000,0,0,0,1,2,0,1,4,5
802,2016-17,2016-11-15,Illinois,,McKendree,REG,W,0,20,6,10,.600,0,1,.000,6,9,.667,0,0,,0,2,2,3,3,1,0,4,18
803,2016-17,2016-11-18,Illinois,,Detroit,REG,W,0,18,2,8,.250,0,3,.000,2,5,.400,0,0,,0,6,6,0,0,0,0,1,6
804,2016-17,2016-11-21,Illinois,,Winthrop,REG,L,0,20,2,6,.333,0,2,.000,2,4,.500,0,0,,0,2,2,1,0,1,1,2,6
805,2016-17,2016-11-24,Illinois,N,West Virginia,REG,L,0,18,1,5,.200,1,2,.500,0,3,.000,0,1,.000,0,2,2,2,0,1,2,4,2
806,2016-17,2016-11-25,Illinois,N,Florida State,REG,L,0,22,0,8,.000,0,3,.000,0,5,.000,2,2,1.000,1,0,1,2,0,0,1,3,2
807,2016-17,2016-11-29,Illinois,,NC State,REG,W,0,25,4,7,.571,1,2,.500,3,5,.600,0,0,,1,0,1,1,1,0,1,3,11
808,2016-17,2016-12-03,Illinois,N,VCU,REG,W,1,28,5,11,.455,5,6,.833,0,5,.000,2,2,1.000,0,3,3,0,0,0,0,4,12
809,2016-17,2016-12-06,Illinois,,IUPUI,REG,W,1,28,3,6,.500,0,1,.000,3,5,.600,0,1,.000,0,1,1,1,0,0,1,2,9
810,2016-17,2016-12-10,Illinois,,Central Michigan,REG,W,1,26,1,5,.200,0,1,.000,1,4,.250,2,2,1.000,0,2,2,1,1,0,1,2,5
811,2016-17,2016-12-17,Illinois,N,BYU,REG,W,1,33,4,13,.308,0,3,.000,4,10,.400,0,0,,1,4,5,0,0,0,3,2,12
812,2016-17,2016-12-21,Illinois,N,Missouri,REG,W,1,33,4,8,.500,2,3,.667,2,5,.400,2,2,1.000,0,3,3,1,0,1,2,2,12
813,2016-17,2016-12-27,Illinois,@,Maryland,REG,L,1,25,2,5,.400,2,2,1.000,0,3,.000,0,0,,0,2,2,1,0,0,3,4,4
814,2016-17,2017-01-01,Illinois,,Ohio State,REG,W,1,26,2,4,.500,0,0,,2,4,.500,2,2,1.000,0,2,2,1,0,0,0,0,8
815,2016-17,2017-01-07,Illinois,@,Indiana,REG,L,1,35,7,13,.538,2,5,.400,5,8,.625,2,3,.667,0,2,2,0,0,0,1,0,21
816,2016-17,2017-01-11,Illinois,,Michigan,REG,W,1,31,4,8,.500,0,3,.000,4,5,.800,0,0,,0,3,3,4,0,0,2,1,12
817,2016-17,2017-01-14,Illinois,,Maryland,REG,L,1,34,3,12,.250,0,1,.000,3,11,.273,0,1,.000,0,1,1,1,0,0,1,2,9
818,2016-17,2017-01-17,Illinois,@,Purdue,REG,L,1,29,3,9,.333,2,5,.400,1,4,.250,0,0,,0,2,2,0,1,0,0,2,7
819,2016-17,2017-01-21,Illinois,@,Michigan,REG,L,1,20,1,4,.250,1,3,.333,0,1,.000,0,0,,1,0,1,0,1,0,0,3,2
820,2016-17,2017-01-25,Illinois,,Iowa,REG,W,1,20,2,7,.286,0,3,.000,2,4,.500,0,0,,0,2,2,4,2,0,0,3,6
821,2016-17,2017-01-28,Illinois,@,Penn State,REG,L,1,25,5,9,.556,2,4,.500,3,5,.600,0,0,,3,4,7,0,2,0,3,1,13
822,2016-17,2017-01-31,Illinois,,Wisconsin,REG,L,0,24,2,9,.222,0,2,.000,2,7,.286,0,0,,0,4,4,0,0,0,1,1,6
823,2016-17,2017-02-04,Illinois,,Minnesota,REG,L,1,25,0,10,.000,0,2,.000,0,8,.000,0,0,,0,2,2,0,0,0,1,1,0
824,2016-17,2017-02-07,Illinois,@,Northwestern,REG,W,0,22,2,5,.400,1,1,1.000,1,4,.250,0,0,,0,5,5,5,0,0,0,2,5
825,2016-17,2017-02-11,Illinois,,Penn State,REG,L,0,22,3,6,.500,1,1,1.000,2,5,.400,4,4,1.000,0,0,0,1,2,0,0,4,12
826,2016-17,2017-02-18,Illinois,@,Iowa,REG,W,0,28,4,12,.333,0,2,.000,4,10,.400,0,0,,0,6,6,1,3,0,2,2,12
827,2016-17,2017-02-21,Illinois,,Northwestern,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
828,2016-17,2017-02-26,Illinois,@,Nebraska,REG,W,0,22,3,6,.500,0,1,.000,3,5,.600,0,0,,0,4,4,1,1,0,1,0,9
829,2016-17,2017-03-01,Illinois,,Michigan State,REG,W,0,23,2,5,.400,0,0,,2,5,.400,0,0,,0,2,2,0,0,0,1,2,6
830,2016-17,2017-03-04,Illinois,@,Rutgers,REG,L,0,27,3,5,.600,0,0,,3,5,.600,0,0,,0,5,5,0,1,0,0,2,9
831,2016-17,2017-03-09,Illinois,N,Michigan,CTOURN,L,0,29,3,6,.500,2,3,.667,1,3,.333,0,0,,0,2,2,0,1,0,2,2,7
832,2016-17,2017-03-14,Illinois,,Valparaiso,NIT,W,0,18,2,4,.500,1,1,1.000,1,3,.333,3,3,1.000,0,1,1,1,0,0,2,2,8
833,2016-17,2017-03-20,Illinois,,Boise State,NIT,W,0,18,2,5,.400,0,1,.000,2,4,.500,0,0,,0,0,0,1,2,0,0,3,6
834,2016-17,2017-03-22,Illinois,@,UCF,NIT,L,0,29,3,10,.300,0,2,.000,3,8,.375,0,0,,0,0,0,0,1,0,0,2,9
835,2018-19,2018-11-07,DePaul,,Bethune-Cookman,REG,W,1,36,2,6,.333,0,2,.000,2,4,.500,2,2,1.000,0,1,1,2,1,0,3,1,8
836,2018-19,2018-11-12,DePaul,,Morgan State,REG,W,1,19,1,6,.167,0,0,,1,6,.167,0,0,,0,3,3,1,1,0,2,5,3
837,2018-19,2018-11-15,DePaul,,Penn State,REG,W,1,32,1,7,.143,1,2,.500,0,5,.000,1,2,.500,0,0,0,1,2,0,2,0,3
838,2018-19,2018-11-24,DePaul,@,Notre Dame,REG,L,1,28,3,10,.300,0,2,.000,3,8,.375,3,5,.600,0,6,6,1,2,0,0,0,12
839,2018-19,2018-11-28,DePaul,,Cleveland State,REG,W,1,34,5,9,.556,4,5,.800,1,4,.250,4,5,.800,0,5,5,1,1,0,2,3,15
840,2018-19,2018-12-03,DePaul,,Florida A&M,REG,W,1,38,4,13,.308,2,2,1.000,2,11,.182,3,4,.750,0,2,2,0,1,0,3,2,13
841,2018-19,2018-12-08,DePaul,@,Northwestern,REG,L,1,37,3,6,.500,2,2,1.000,1,4,.250,2,2,1.000,1,4,5,4,0,0,1,3,9
842,2018-19,2018-12-12,DePaul,,Chicago State,REG,W,1,24,3,11,.273,1,2,.500,2,9,.222,5,5,1.000,0,1,1,1,1,0,0,1,13
843,2018-19,2018-12-14,DePaul,,UIC,REG,W,1,20,3,7,.429,1,2,.500,2,5,.400,2,3,.667,1,1,2,1,1,0,2,0,10
844,2019-20,2019-11-05,DePaul,,Alcorn State,REG,W,1,25,0,5,.000,0,1,.000,0,4,.000,0,0,,0,2,2,2,0,0,1,4,0
845,2019-20,2019-11-06,DePaul,,Chicago,REG,W,1,16,2,5,.400,1,1,1.000,1,4,.250,0,0,,0,0,0,0,1,0,2,4,5
846,2019-20,2019-11-08,DePaul,,Fairleigh Dickinson,REG,W,1,20,1,3,.333,0,2,.000,1,1,1.000,0,0,,1,1,2,2,1,0,1,1,3
847,2019-20,2019-11-11,DePaul,@,Iowa,REG,W,1,34,5,11,.455,1,3,.333,4,8,.500,3,5,.600,1,1,2,5,2,0,1,2,17
848,2019-20,2019-11-16,DePaul,,Cornell,REG,W,1,23,4,11,.364,2,4,.500,2,7,.286,2,2,1.000,0,1,1,1,0,0,0,3,12
849,2019-20,2019-11-23,DePaul,@,Boston College,REG,W,1,25,2,8,.250,2,3,.667,0,5,.000,2,2,1.000,0,2,2,0,0,1,2,2,6
850,2019-20,2019-11-26,DePaul,,Central Michigan,REG,W,1,33,7,14,.500,1,2,.500,6,12,.500,1,2,.500,0,5,5,1,0,0,2,2,21
851,2019-20,2019-11-29,DePaul,@,Minnesota,REG,W,1,31,4,9,.444,1,4,.250,3,5,.600,0,0,,1,4,5,0,1,1,1,4,11
852,2019-20,2019-12-04,DePaul,,Texas Tech,REG,W,1,36,6,14,.429,2,4,.500,4,10,.400,2,2,1.000,1,2,3,2,1,0,1,2,18
853,2019-20,2019-12-08,DePaul,,Buffalo,REG,L,1,32,7,18,.389,4,8,.500,3,10,.300,0,1,.000,1,3,4,0,3,0,1,2,17
854,2019-20,2019-12-14,DePaul,,UIC,REG,W,1,34,4,8,.500,3,5,.600,1,3,.333,2,2,1.000,1,2,3,0,1,0,1,2,11
855,2019-20,2019-12-18,DePaul,@,Cleveland State,REG,W,1,31,2,7,.286,0,1,.000,2,6,.333,2,2,1.000,0,2,2,4,0,0,2,3,8
856,2019-20,2019-12-21,DePaul,,Northwestern,REG,W,1,34,4,12,.333,0,4,.000,4,8,.500,1,1,1.000,0,4,4,2,0,0,1,1,13
857,2019-20,2019-12-30,DePaul,,Seton Hall,REG,L,1,33,2,9,.222,1,2,.500,1,7,.143,5,7,.714,0,3,3,0,0,0,0,2,10
858,2019-20,2020-01-04,DePaul,,Providence,REG,L,1,32,4,13,.308,3,6,.500,1,7,.143,6,7,.857,1,4,5,2,1,0,0,2,15
859,2019-20,2020-01-11,DePaul,@,St. John's (NY),REG,L,1,32,5,11,.455,3,3,1.000,2,8,.250,3,5,.600,0,1,1,0,1,1,1,4,15
